Symbol,Company Name,Thomson Reuters,Argus Analyst,Argus A6 Quantitative,Market Edge,Morgan Stanley,SmartConsensus,Thomson Reuters Consensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment
EAST,Eastside Distilling Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
ETN,Eaton Corporation PLC,Neutral,Buy,HOLD,Long,Overweight,Buy,2.2,Moderate Buy,Neutral
EVT,Eaton V.Tax-Advantaged Dividend Inc Fund,--,--,,NC,--,,3.0,,
CEV,Eaton Vance California Mun. Income Trust,--,--,,NC,--,,0.0,,
EVM,Eaton Vance California Municipal Bond Fd,--,--,,NC,--,,0.0,,
EOS,Eaton Vance Enhanced Equity Incm. Fd. II,--,--,,NC,--,,3.0,,
EOI,Eaton Vance Enhanced Equity Income Fund,--,--,,NC,--,,1.0,,
EFT,Eaton Vance Floating-Rate Income Trust,--,--,,Long,--,,1.0,,
,Eaton Vance FlotngRate 2022Trgt Trm Trst,--,--,,NC,--,,0.0,,
EVV,Eaton Vance Ltd Duration Income Fund,--,--,,NC,--,,3.0,,
EIM,Eaton Vance Municipal Bond Fund,--,--,,NC,--,,0.0,,
,Eaton Vance Municipal Incm 2028 Trm Trst,--,--,,NC,--,,0.0,,
EVN,Eaton Vance Municipal Income Trust,--,--,,NC,--,,0.0,,
EOT,Eaton Vance National Municipl Opprtnt Tr,--,--,,NC,--,,0.0,,
ENX,Eaton Vance New York Municipal Bond Fund,--,--,,NC,--,,3.0,,
ETJ,Eaton Vance Risk-Mngd Dvrsfd Eqty Inc Fd,--,--,,NC,--,,0.0,,
EFR,Eaton Vance Senior Floating-Rate Trust,--,--,,NC,--,,0.0,,
EVF,Eaton Vance Senior Income Trust,--,--,,Long,--,,0.0,,
ETY,Eaton Vance Tax Managed Diversified Eq.,--,--,,NC,--,,1.0,,
ETO,Eaton Vance Tax-Advantaged Global Divide,--,--,,NC,--,,2.0,,
ETG,Eaton Vance Tax-Advantaged Global Dvd.,--,--,,NC,--,,0.0,,
ETB,Eaton Vance Tax-Managed Buy-Write Income,--,--,,NC,--,,3.0,,
EXD,Eaton Vance Tax-Managed BuyWrt StrtgyFnd,--,--,,NC,--,,0.0,,
ETW,Eaton Vance Tax-Managed Global Buy-Write,--,--,,NC,--,,1.0,,
EXG,Eaton Vance Tax-Managed Global Dive Eq,--,--,,NC,--,,3.0,,
ETV,Eaton Vance Tax-Mngd Buy-Wrt Opport Fund,--,--,,NC,--,,1.0,,
EBON,Ebang International Holdings Inc,Neutral,--,,NC,--,,0.0,,
EBCOY,Ebara Corporation (ADR),--,--,,NC,--,,0.0,,
EBAY,eBay Inc,Neutral,Buy,HOLD,Long,Underweight,Buy,2.6,Moderate Buy,Bullish
EBET,Ebet Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
EBIX,Ebix Inc,Neutral,--,HOLD,Neutral From Avoid,--,Sell,1.5,Moderate Buy,Bullish
EBML,eBullion Inc,--,--,,NC,--,,0.0,,
ECTM,Eca Marcellus Trust I,Negative,--,,NC,--,,0.0,,
ECRO,ECC Capital Corporation,--,--,,NC,--,,0.0,,
SATS,Echostar Corporation,Neutral,--,,Neutral From Avoid,--,Hold,2.0,Moderate Buy,Bullish
ZEST,Ecoark Holdings Inc,--,--,,NC,--,,0.0,,
TEAF,Ecofin Sustainable and Soci Imp Term Fnd,--,--,,NC,--,,0.0,,
ECL,Ecolab Inc.,Neutral,Buy,BUY,Long,Equalweight,Buy,2.6,Moderate Buy,Neutral
EMAX,Ecomax Inc,--,--,,NC,--,,0.0,,
EC,Ecopetrol SA (ADR),--,--,,Neutral From Avoid,Equalweight,,2.5,N/A,Bullish
ECVT,Ecovyst Inc,Neutral,--,,NC,Equalweight,,2.1,Strong Buy,Bullish
ECDD,Ecrid Inc,--,--,,NC,--,,0.0,,
EDAP,Edap Tms SA (ADR),Neutral,--,,NC,--,,2.0,Moderate Buy,N/A
EDSA,Edesa Biotech Inc,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
FWAV,Edgemode Inc,--,--,,NC,--,,0.0,,
EPC,Edgewell Personal Care Co,Neutral,--,SELL,Long,Equalweight,Sell,2.6,Hold,Bullish
EWTX,Edgewise Therapeutics Inc,Negative,--,,NC,--,,1.8,Moderate Buy,Bullish
EGIO,Edgio Inc,Neutral,--,,NC,--,Drop,1.9,Moderate Buy,Bullish
EDBL,Edible Garden AG Inc,--,--,,NC,--,,0.0,,
EAC^C10,Edify Acquisition Corp,Neutral,--,,NC,--,,0.0,,
EIX,Edison International,Neutral,Buy,HOLD,Long,Equalweight,Buy,2.3,Hold,Bullish
EDIT,Editas Medicine Inc,Neutral,--,,Long,Underweight,Hold,2.6,Hold,Bullish
ADOC,Edoc Acquisition Corp,--,--,,NC,--,,0.0,,
EDPFY,"EDP-Energias de Portugal, S.A (ADR)",--,--,,NC,--,,1.0,,
EDTX,EdtechX Holdings Acquisition Corp II,--,--,,NC,--,,0.0,,
EDUC,Educational Development Corporation,Negative,--,,Neutral From Avoid,--,Sell,1.0,N/A,Bullish
EW,Edwards Lifesciences Corp,Neutral,--,HOLD,Long,Overweight,Hold,2.0,Strong Buy,Bullish
EESH,"EESTech, Inc.",--,--,,NC,--,,0.0,,
EFTR,eFFECTOR Therapeutics Inc,Neutral,--,,NC,--,,2.2,Strong Buy,N/A
EGGF,EG Acquisition Corp,--,--,,NC,--,,0.0,,
EGAN,eGain Corp,Neutral,--,,Long,--,Sell,2.3,N/A,Bullish
EHTH,"eHealth, Inc.",Negative,Hold,SELL,Neutral From Long,--,Sell,3.0,Hold,Bullish
EIGR,Eiger Biopharmaceuticals Inc,Neutral,--,,NC,--,,1.0,Moderate Buy,Bullish
ESALY,"Eisai Co., Ltd (ADR)",--,--,,NC,--,,4.0,,
ASNB,Ekimas Corp,--,--,,NC,--,,0.0,,
EKSO,Ekso Bionics Holdings Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
LOCO,El Pollo LoCo Holdings Inc,Neutral,--,HOLD,Neutral From Avoid,--,Hold,2.6,Hold,Bearish
ELLH,Elah Holdings Inc,Negative,--,,NC,--,,0.0,,
ELAMF,"Elamex, S.A. de C.V.",--,--,,NC,--,,0.0,,
ELAN,Elanco Animal Health Inc,Neutral,Hold,BUY,NC,Overweight,Hold,2.6,Hold,Bullish
ESTC,Elastic NV,Neutral,--,,NC,--,,1.9,Strong Buy,Bullish
ESLT,Elbit Systems Ltd,Neutral,--,,Long,--,,3.0,Hold,Bullish
EGO,Eldorado Gold Corp (USA),--,--,BUY,Neutral From Avoid,--,,2.4,Moderate Buy,Bullish
SOLO,Electrameccanica Vehicles Corp,Negative,--,,NC,--,,1.7,Moderate Buy,Bullish
ELSE,"Electro-Sensors, Inc.",Positive,--,,NC,--,,0.0,,
ECOR,"electroCore, Inc.",Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
ELUXY,Electrolux AB (ADR),--,--,,NC,--,,4.0,,
ELMD,"Electromed, Inc.",Neutral,--,,NC,--,,2.0,,
EMED,Electromedical Technologies Inc,--,--,,NC,--,,0.0,,
EA,Electronic Arts Inc.,Neutral,Buy,BUY,Neutral From Avoid,Equalweight,Hold,2.0,Moderate Buy,Bullish
EKCS,"Electronic Control Security, Inc.",--,--,,NC,--,,0.0,,
XESP,Electronic Srvtr Publctn Netwrk Inc,--,--,,NC,--,,0.0,,
ELST,"Electronic Systems Technology, Inc.",--,--,,NC,--,,0.0,,
ELDN,Eledon Pharmaceuticals Inc,Neutral,--,,NC,--,,1.6,Strong Buy,N/A
ELEK,Elektros Inc,--,--,,NC,--,,0.0,,
ESI,Element Solutions Inc,Positive,--,,Neutral From Avoid,Equalweight,Drop,2.0,Strong Buy,Bullish
ELV,Elevance Health Inc,Positive,Buy,BUY,NC,Equalweight,Hold,2.0,Moderate Buy,Bullish
ELVT,Elevate Credit Inc,Neutral,--,,NC,--,,2.5,Hold,Bullish
ELEV,Elevation Oncology Inc,Negative,--,,NC,--,,1.8,Strong Buy,N/A
ELF,elf Beauty Inc,Neutral,--,SELL,NC,Overweight,,2.1,Strong Buy,Bullish
LLY,Eli Lilly And Co,Neutral,Buy,BUY,Avoid,Overweight,Buy,2.0,Strong Buy,Bullish
ELYM,Eliem Therapeutics Inc,--,--,,NC,--,,1.8,Moderate Buy,N/A
EEIQ,Elite Education Group International Ltd,Negative,--,,NC,--,,0.0,,
ELTP,Elite Pharmaceuticals Inc,--,--,,NC,--,,0.0,,
EFC,Ellington Financial Inc,Neutral,--,HOLD,NC,--,,2.3,Moderate Buy,Bullish
EARN,Ellington Residential Mortgage REIT,Neutral,--,,NC,--,,2.8,Moderate Buy,Bullish
EOCW,Elliott Opportunity II Corp,--,--,,NC,--,,0.0,N/A,Bullish
ELLO,Ellomay Capital Ltd.,--,--,,NC,--,,0.0,,
ECF,Ellsworth Growth and Income Fund Ltd,--,--,,NC,--,,0.0,,
ELOX,Eloxx Pharmaceuticals Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
ELRA,Elray Resources Inc,--,--,,NC,--,,0.0,,
ELRNF,Elron Ventures Ltd (USA),--,--,,NC,--,,0.0,,
ELTK,Eltek Ltd.,Neutral,--,,NC,--,,0.0,,
ELVG,Elvictor Group Inc,--,--,,NC,--,,0.0,,
ELYS,Elys Game Technology Corp,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
EMAN,eMagin Corporation,Negative,--,,NC,--,,2.0,,
EMBK,Embark Technology Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
EMYB,"Embassy Bancorp, Inc.",--,--,,NC,--,,0.0,,
,Embecta Corp,--,--,BUY,NC,Equalweight,,3.5,Moderate Sell,Bullish
AKO/B,Embotelladora Andina SA (ADR),--,--,,NC,Equalweight,,2.0,,
EMCGU,Embrace Change Acquisition Corp,--,--,,NC,--,,0.0,,
ERJ,Embraer SA (ADR),--,--,,Long,Overweight,Drop,2.2,Hold,Bullish
EMCF,Emclaire Financial Corp,Neutral,--,,NC,--,,0.0,,
EME,Emcor Group Inc,Positive,--,HOLD,Long,--,Hold,1.4,Moderate Buy,Bullish
EMKR,EMCORE Corporation,Neutral,--,,Long,--,Sell,2.5,Moderate Buy,Bullish
EEX,Emerald Holding Inc,Negative,--,,NC,--,,3.0,,
EBS,Emergent Biosolutions Inc,Negative,Hold,HOLD,Neutral From Long,--,Hold,2.5,Hold,Bullish
HORI,Emerging Markets Horizon Corp,--,--,,NC,--,,0.0,,
EMR,Emerson Electric Co.,Positive,Buy,BUY,Long,Equalweight,Buy,2.2,Moderate Buy,Bullish
MSN,Emerson Radio Corp,--,--,,NC,--,,1.0,,
EMMA,Emmaus Life Sciences Inc,Negative,--,,NC,--,,2.0,,
EMMS,Emmis Communications Corporation,Neutral,--,,NC,--,,0.0,,
EPGG,Empire Global Gaming Inc,--,--,,NC,--,,0.0,,
EP,Empire Petroleum Corporation,Neutral,--,,NC,--,,0.0,N/A,Bearish
ESBA,Empire State Realty OP LP,--,--,,NC,--,,0.0,,
ESRT,Empire State Realty Trust Inc,Neutral,--,,NC,--,,3.0,Hold,Bullish
EIG,"Employers Holdings, Inc.",Neutral,--,HOLD,Avoid,--,Sell,2.7,Hold,Bullish
EPWR,Empowerment & Inclusion Capital I Corp,Positive,--,,NC,--,,0.0,,
EDN,Empresa Distribuidora y Cmrz Nrt SA(ADR),--,--,,Long,Equalweight,,4.3,N/A,Bearish
ACT,Enact Holdings Inc,Positive,--,,NC,--,,2.4,Moderate Buy,Bullish
ENTA,Enanta Pharmaceuticals Inc,Neutral,--,SELL,Long,--,Hold,2.2,Moderate Buy,N/A
ENBP,ENB Financial Corp.,--,--,,NC,--,,0.0,,
ENB,Enbridge Inc (USA),Neutral,Buy,BUY,Neutral From Avoid,Equalweight,Hold,2.3,Moderate Buy,Bullish
ECIA,Encision Inc,--,--,,NC,--,,0.0,,
EHC,Encompass Health Corp,Neutral,--,HOLD,Neutral From Avoid,--,Sell,1.6,Strong Buy,Bullish
ECPG,"Encore Capital Group, Inc.",Neutral,--,HOLD,Neutral From Long,--,Sell,2.2,Moderate Buy,Bullish
WIRE,Encore Wire Corporation,Positive,--,HOLD,Long,--,Buy,1.5,Moderate Buy,Bullish
DAVA,Endava PLC - ADR,Positive,--,,NC,Overweight,,1.9,Strong Buy,Bullish
EDR^I18,Endeavor Group holdings Inc,Neutral,--,,NC,Overweight,,1.8,Strong Buy,Bullish
EXK,Endeavour Silver Corp,--,--,,Long,--,,2.4,Hold,Neutral
EDXC,Endexx Corp,--,--,,NC,--,,3.0,,
ENDP,Endo International PLC,Neutral,--,SELL,Long,Underweight,Sell,3.4,Moderate Sell,Bullish
ENDV,Endonovo Therapeutics Inc,--,--,,NC,--,,0.0,,
NDRA,ENDRA Life Sciences Inc,Neutral,--,,NC,--,,2.0,Moderate Buy,N/A
EDNC,Endurance Acquisition Corp,--,--,,NC,--,,0.0,,
ENIC,Enel Chile SA - ADR,--,--,,NC,--,,2.3,N/A,Bullish
ENCP,Energem Corp,--,--,,NC,--,,0.0,,
ENR,Energizer Holdings Inc,Neutral,--,HOLD,Neutral From Avoid,Equalweight,,2.5,Moderate Buy,Bullish
WATT,Energous Corp,Neutral,--,,Long,--,Sell,1.5,N/A,Neutral
EAWD,Energy & Water Development Corp,--,--,,NC,--,,0.0,,
EGOC,Energy 1 Corp,--,--,,NC,--,,0.0,,
EESE,Energy and Environmental Services Inc,--,--,,NC,--,,0.0,,
EGYF,Energy Finders Inc.,--,--,,NC,--,,0.0,,
EFOI,Energy Focus Inc,Negative,--,,NC,--,Drop,2.0,Hold,N/A
UUUU,ENERGY FUELS INC COM NEW,--,--,,NC,--,,2.0,Strong Buy,Bullish
CIG,Energy of Minas Gerais Co,--,--,,Neutral From Avoid,--,,3.0,N/A,Bullish
ERII,"Energy Recovery, Inc.",Neutral,--,,Long,--,Sell,2.0,Moderate Buy,Bullish
ESOA,Energy Services of America Corp.,Neutral,--,,NC,--,,2.0,,
ET,Energy Transfer LP,Positive,--,,NC,Overweight,Drop,1.6,Strong Buy,Bullish
NRGV,Energy Vault Holdings Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
ENKS,Enerkon Solar International Inc,--,--,,NC,--,,0.0,,
EPAC,Enerpac Tool Group Corp,Neutral,--,HOLD,NC,--,Drop,3.5,Hold,N/A
ERF,Enerplus Corp (USA),--,--,BUY,Avoid,--,,1.9,Strong Buy,Bullish
ENS,EnerSys,Neutral,--,BUY,Long,--,Sell,1.7,Moderate Buy,Bullish
ETCK,EnerTeck Corp,--,--,,NC,--,,0.0,,
ENRT,Enertopia Corp,--,--,,NC,--,,2.0,Moderate Buy,N/A
NETI,Eneti Inc,Neutral,--,,NC,--,,1.3,Moderate Buy,Bullish
ENFN,Enfusion Inc,Neutral,--,,NC,Equalweight,,2.0,Moderate Buy,Bullish
ESMT,EngageSmart Inc,Positive,--,,NC,--,,1.8,Moderate Buy,Bullish
ENGIY,Engie SA (ADR),--,--,,NC,--,,1.0,N/A,Neutral
ENG,ENGlobal Corp,Negative,--,,NC,--,Drop,2.0,,
EHAB,Enhabit Inc,--,--,BUY,NC,--,,0.0,Moderate Sell,Bullish
E,Eni SpA (ADR),--,--,,Avoid,--,Drop,3.0,N/A,Bullish
ENJYQ,Enjoy Technology Inc,Negative,--,,NC,--,,3.0,Hold,N/A
ENLC,EnLink Midstream LLC,Neutral,--,,NC,Equalweight,,2.8,Hold,Bullish
ENLV,Enlivex Therapeutics Ltd,--,--,,NC,--,,2.0,Moderate Buy,Bullish
EBF,"Ennis, Inc.",Positive,--,,Long,--,Hold,1.0,N/A,Bullish
ENOB,Enochian Biosciences Inc,Negative,--,,NC,--,,0.0,,
ENVA,Enova International Inc,Positive,--,HOLD,Long,--,Hold,1.8,Strong Buy,Bullish
ENOV,Enovis Corp,Neutral,Hold,BUY,NC,Equalweight,Hold,2.5,Moderate Buy,N/A
ENVX,Enovix Corp,Negative,--,,NC,--,,1.8,Strong Buy,Bullish
ENPH,Enphase Energy Inc,Neutral,--,BUY,Long,--,Hold,2.0,Strong Buy,Bullish
NFYS,Enphys Acquisition Corp,--,--,,NC,--,,0.0,,
NPO,"EnPro Industries, Inc.",Positive,--,HOLD,Long,--,Hold,1.3,Moderate Buy,Bullish
ENSV,Enservco Corp,--,--,,NC,--,,2.0,N/A,Bearish
ENSG,Ensign Group Inc,Positive,--,HOLD,Long,--,Hold,1.6,Moderate Buy,Bullish
ESGR,Enstar Group Ltd.,Neutral,--,,NC,--,,3.0,,
ENSC,Ensysce Biosciences Inc,Negative,--,,NC,--,,2.0,N/A,Bullish
ENTG,Entegris Inc,Neutral,--,,Long,--,Sell,1.8,Strong Buy,Bullish
ENTX,Entera Bio Ltd,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
ETR,Entergy Corporation,Neutral,Buy,HOLD,Long,Underweight,Buy,2.1,Strong Buy,Bullish
ENO,Entergy New Orleans LLC,--,--,,NC,--,,0.0,,
ENTF,Enterprise 4.0 Technolgy Acqustn Crp,--,--,,NC,--,,0.0,,
EBTC,"Enterprise Bancorp, Inc",Positive,--,,NC,--,,0.0,,
EFSC,Enterprise Financial Services Corp,Positive,--,,Long,--,Hold,2.0,Moderate Buy,Bullish
EPD,Enterprise Products Partners L.P.,Positive,Buy,HOLD,Long,Equalweight,Hold,1.8,Strong Buy,Bullish
TRDA,Entrada Therapeutics Inc,Negative,--,,NC,--,,2.5,Hold,N/A
EVC,Entravision Communications Corp,Neutral,--,,NC,--,,1.7,Moderate Buy,Bullish
ERLFF,Entree Resources Ltd,--,--,,NC,--,,2.0,,
EUBG,Entrepreneur Universe Bright Group,--,--,,NC,--,,0.0,,
ELA,Envela Corp,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
ENVB,Enveric Biosciences Inc,Negative,--,,NC,--,,2.3,Moderate Buy,N/A
ENV,Envestnet Inc,Negative,--,HOLD,Neutral From Avoid,--,Sell,2.4,Moderate Buy,Bullish
ETCC,Environmental Tectonics Corporation,--,--,,NC,--,,0.0,,
EVTV,Envirotech Vehicles Inc,Negative,--,,NC,--,,2.0,N/A,Bullish
NVST,Envista Holdings Corp,Neutral,--,BUY,NC,Overweight,,1.8,Moderate Buy,Bullish
EVA,Enviva Inc,Neutral,--,,Neutral From Avoid,--,Hold,2.7,Moderate Buy,Bullish
NVNO,enVVeno Medical Corp,Neutral,--,,NC,--,,1.0,,
ENZ,"Enzo Biochem, Inc.",Neutral,--,,Long,--,Hold,2.0,,
ENZC,Enzolytics Inc,--,--,,NC,--,,0.0,,
ENZN,Enzon Pharmaceuticals Inc,--,--,,NC,--,Drop,1.0,,
EOG,EOG Resources Inc,Positive,Buy,BUY,Avoid,Equalweight,Hold,2.0,Strong Buy,Bullish
EOSE,Eos Energy Enterprises Inc,Negative,--,,NC,--,,2.3,Moderate Buy,N/A
EOSS,Eos Inc,--,--,,NC,--,,0.0,,
EPAM,EPAM Systems Inc,Positive,--,HOLD,Long,Overweight,Buy,1.6,Strong Buy,Bullish
EPHY,Epiphany Technology Acquisition Corp,Neutral,--,,NC,--,,0.0,,
EPZM,Epizyme Inc,Negative,--,,NC,Underweight,Sell,2.7,Moderate Buy,Bullish
PLUS,ePlus Inc.,Neutral,--,BUY,Neutral From Avoid,--,Hold,1.7,Hold,N/A
EPR,EPR Properties,Positive,--,BUY,Long,--,Hold,2.5,Hold,Bullish
EPSN,Epsilon Energy Ltd,Neutral,--,,NC,--,,0.0,N/A,Bullish
EQHA,EQ Health Acquisition Corp,Neutral,--,,NC,--,,0.0,,
EQOS,Eqonex Ltd,--,--,,NC,--,,3.0,Hold,N/A
EQRX,EQRx Inc,--,--,,NC,--,,1.7,Moderate Buy,N/A
EQT,EQT Corporation,Positive,--,HOLD,Neutral From Long,Overweight,Hold,1.9,Strong Buy,Bullish
MOJOD,EQUATOR Beverage Company,--,--,,NC,--,,0.0,,
EQUEY,Equatorial Energia SA (ADR),--,--,,NC,--,,0.0,,
EFX,Equifax Inc.,Neutral,Buy,BUY,Long,Overweight,Buy,2.1,Strong Buy,Bullish
EQ,Equillium Inc,Negative,--,,NC,--,,1.5,Moderate Buy,N/A
EQIX,Equinix Inc,Neutral,Buy,HOLD,Long,Equalweight,Hold,2.0,Moderate Buy,Bullish
EQNR,Equinor ASA (ADR),--,--,,Long,--,Drop,2.0,Hold,Bullish
EQX,Equinox Gold Corp (USA),Negative,--,,NC,--,,3.0,Moderate Buy,Bullish
EQFN,Equitable Financial Corp.,Positive,--,,NC,--,,0.0,,
EQH,Equitable Holdings Inc,Neutral,--,,NC,Overweight,,1.9,Strong Buy,Bullish
ETRN,Equitrans Midstream Corp,Neutral,--,HOLD,NC,Underweight,,2.6,Hold,Neutral
EQBK,Equity BancShares Inc,Positive,--,,NC,--,,2.2,Moderate Buy,Bullish
EQC,Equity Commonwealth,Positive,--,,NC,--,Drop,3.5,N/A,Bullish
EQD,Equity Distribution Acquisition Corp,Neutral,--,,NC,--,,0.0,,
ELS,"Equity Lifestyle Properties, Inc.",Neutral,--,,Neutral From Avoid,--,Hold,2.2,Moderate Buy,Bullish
EQR,Equity Residential,Neutral,Hold,BUY,Long,Equalweight,Hold,2.6,Moderate Buy,Bullish
EQS,"Equus Total Return, Inc.",--,--,,NC,--,,2.0,,
ERAS,Erasca Inc,Neutral,--,,NC,Equalweight,,1.8,Moderate Buy,N/A
ERHE,ERHC Energy Inc.,--,--,,NC,--,,0.0,,
EKSN,Erickson Inc,--,--,,NC,--,,0.0,,
ERIE,Erie Indemnity Company,Neutral,--,,Long,--,Sell,2.0,,
ZGN,Ermenegildo Zegna NV,Positive,--,,NC,--,,2.7,Moderate Buy,Bullish
EMWP,Eros Media World PLC,--,--,,NC,--,,0.0,,
ERYP,Erytech Pharma SA (ADR),--,--,,NC,--,,3.0,,
ESBS,ES Bancshares Inc,--,--,,NC,--,,0.0,,
ESAB,ESAB Corp,Neutral,--,HOLD,NC,--,,2.0,Moderate Buy,Bullish
ESCA,"Escalade, Inc.",Neutral,--,,Neutral From Long,--,Sell,2.0,N/A,Bullish
ESE,ESCO Technologies Inc.,Neutral,--,BUY,Long,--,Hold,1.3,,
ESAC,ESGEN Acquisition Corp,--,--,,NC,--,,0.0,,
ESM,ESM Acquisition Corp,--,--,,NC,--,,0.0,,
ESPR,Esperion Therapeutics Inc,Negative,--,,Neutral From Avoid,Underweight,Sell,2.7,Hold,Bullish
ESP,Espey Manufacturing & Electronics Corp.,Neutral,--,,NC,--,,3.0,,
GMBL,Esports Entertainment Group Inc,Negative,--,,NC,--,,2.2,Strong Buy,Bullish
ESQ,Esquire Financial Holdings Inc,Positive,--,,NC,--,,2.0,,
GWH,ESS Tech Inc,Negative,--,,NC,--,,2.0,Hold,Bullish
ESSA,"ESSA Bancorp, Inc.",Positive,--,,NC,--,,3.0,N/A,Bullish
EPIX,ESSA Pharma Inc,Neutral,--,,NC,--,,1.5,Strong Buy,Bullish
ESNT,Essent Group Ltd,Positive,--,HOLD,Long,--,Buy,1.7,Moderate Buy,N/A
EPRT,Essential Properties Realty Trust Inc,Positive,--,BUY,Long,--,Buy,2.2,Moderate Buy,Bullish
WTRG,Essential Utilities Inc,Neutral,Buy,SELL,NC,--,Hold,1.8,Strong Buy,Bullish
ESS,Essex Property Trust Inc,Neutral,--,HOLD,Long,Equalweight,Sell,2.5,Moderate Buy,Bullish
ESTA,Establishment Labs Holdings Inc,Neutral,--,,NC,--,,1.6,Moderate Buy,N/A
EL,Estee Lauder Companies Inc,Neutral,Buy,HOLD,Long,Overweight,Buy,2.1,Strong Buy,Bullish
ETD,Ethan Allen Interiors Inc.,Positive,Buy,HOLD,NC,--,Hold,2.3,Moderate Buy,Bullish
GRST,Ethema Health Corp,--,--,,NC,--,,0.0,,
ETON,Eton Pharmaceuticals Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
ETSY,Etsy Inc,Neutral,Hold,HOLD,Long,Equalweight,Hold,2.2,Moderate Buy,Bullish
EUCR,Eucrates Biomedical Acquisition Corp.,Positive,--,,NC,--,,0.0,,
ERKH,Eureka Homestead Bancorp Inc,--,--,,NC,--,,0.0,,
CLWT,Euro Tech Holdings Company Ltd,Positive,--,,NC,--,,0.0,,
EDRY,EuroDry Ltd,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
EEFT,"Euronet Worldwide, Inc.",Neutral,--,SELL,Neutral From Avoid,--,Sell,1.9,Strong Buy,Bullish
EBAC,European Biotech Acquisition Corp,--,--,,NC,--,,0.0,,
EEA,European Equity Fund Inc,--,--,,NC,--,,0.0,,
EWCZ,European Wax Center Inc,Neutral,--,,NC,Equalweight,,1.8,Strong Buy,Bullish
ESEA,Euroseas Ltd.,Positive,--,,NC,--,,2.0,Strong Buy,Bullish
EUSP,EuroSite Power Inc,--,--,,NC,--,,0.0,,
EVBN,Evans Bancorp Inc.,Positive,--,,NC,--,,2.7,Moderate Buy,N/A
EVAX,Evaxion Biotech A/S - ADR,Neutral,--,,NC,--,,1.3,Moderate Buy,N/A
EVCI,EVCI Career Colleges Holding Corp,--,--,,NC,--,,0.0,,
EVEX,Eve Holding Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
EVE,EVe Mobility Acquisition Corp,--,--,,NC,--,,0.0,,
EVLO,Evelo Biosciences Inc,Negative,--,,NC,Equalweight,,2.0,Moderate Buy,N/A
EB,Eventbrite Inc,Negative,--,,NC,Equalweight,,2.4,Hold,Bearish
TLGN,Ever Harvest International Group Inc,--,--,,NC,--,,0.0,,
EVK,Ever-Glory International Group Inc,--,--,,NC,--,,0.0,,
EVBG,Everbridge Inc,Neutral,--,,Neutral From Avoid,--,Hold,2.6,Hold,Bullish
EVRC,"Evercel, Inc.",--,--,,NC,--,,0.0,,
EVCM,EverCommerce Inc,Neutral,--,,NC,--,,1.9,Strong Buy,Bullish
EVR,Evercore Inc,Positive,--,HOLD,Neutral From Avoid,Equalweight,Hold,2.5,Moderate Buy,Bullish
MNTN,Everest Consolidator Acquisition Corp,--,--,,NC,--,,0.0,,
RE,Everest Re Group Ltd,Neutral,--,BUY,Avoid,Overweight,Hold,1.8,Moderate Buy,Bullish
EVGR,Evergreen Corp,--,--,,NC,--,,0.0,,
EVRG,Evergy Inc,Neutral,--,HOLD,Long,--,Hold,2.4,Moderate Buy,Bullish
EVRI,Everi Holdings Inc,Positive,--,,Long,--,Hold,1.6,Strong Buy,N/A
EVER,EverQuote Inc,Neutral,--,,NC,--,,2.3,Moderate Buy,Bullish
ES,Eversource Energy,Neutral,Buy,BUY,Neutral From Avoid,Equalweight,Hold,2.5,Hold,Bullish
MRAM,Everspin Technologies Inc,Neutral,--,,NC,--,,1.5,Moderate Buy,Bullish
EVTC,Evertec Inc,Neutral,--,HOLD,Neutral From Long,Underweight,Hold,2.5,Moderate Buy,Bullish
OBTX,Everything Blockchain Inc,--,--,,NC,--,,0.0,,
EVGO,Evgo Inc,Neutral,--,,NC,--,,2.3,Moderate Buy,Bullish
EVI,EVI Industries Inc,Neutral,--,,NC,--,,0.0,,
YAYO,EVMO Inc,Neutral,--,,NC,--,,2.0,,
EVNVY,EVN AG (ADR),--,--,,NC,--,,0.0,,
EVOJ,EVO Acquisition Corp,Positive,--,,NC,--,,0.0,,
EVOP,EVO Payments Inc,Neutral,--,,NC,--,,2.6,Moderate Buy,N/A
EVFM,Evofem Biosciences Inc,Negative,--,,NC,Underweight,,2.2,Moderate Buy,Bullish
EVGN,Evogene Ltd,Negative,--,,NC,--,,2.0,N/A,Neutral
EVOK,Evoke Pharma Inc,Negative,--,,NC,--,,2.0,,
EVH,Evolent Health Inc,--,--,,,--,,0.0,,
